29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31
45,41,41,38,57,57,57,57,57,57,57,57,57,57,57,57,57,37,41,41,41,38,57,57,37,41,41,41,41,47
45,41,38,59,12,12,12,12,12,12,15,12,12,12,12,12,12,24,41,41,38,39,12,15,24,41,41,41,41,47
45,41,43,12,12,12,13,12,28,28,28,28,28,28,28,28,12,56,57,28,54,35,12,12,56,57,37,41,41,47
45,41,27,50,50,3,12,12,28,12,12,12,1,50,3,28,15,12,12,28,12,12,15,12,12,12,24,41,41,47
45,38,59,12,12,32,15,28,28,28,12,49,35,12,16,28,12,15,12,28,12,12,12,15,12,15,24,41,41,47
45,43,12,15,12,12,12,28,12,28,14,12,12,12,32,28,12,15,14,28,15,12,12,15,26,8,21,41,41,47
45,28,28,28,28,28,12,28,12,28,12,12,15,12,12,28,12,13,12,28,12,0,12,12,12,24,41,41,41,47
45,43,12,15,12,28,15,28,28,28,12,12,15,15,14,28,12,12,12,28,15,16,12,12,8,41,41,41,41,47
45,43,15,12,12,28,12,15,28,12,12,12,12,12,12,28,12,12,28,28,12,32,12,8,21,41,41,41,41,47
45,43,12,14,12,28,28,28,28,12,15,12,15,12,12,28,12,12,28,12,12,12,12,24,41,41,41,41,41,47
45,22,11,15,15,12,12,12,12,0,12,12,12,15,12,28,28,28,28,12,48,12,8,21,41,41,41,41,41,47
45,41,43,12,12,12,13,12,8,52,51,12,12,12,12,12,12,12,12,12,12,8,21,41,41,41,41,41,41,47
45,41,22,10,11,12,12,8,21,22,10,10,10,11,26,26,8,10,10,10,10,21,41,41,41,41,41,41,41,47
45,41,41,41,22,10,10,21,41,41,41,41,41,22,10,10,21,41,41,41,41,41,41,41,41,41,41,41,41,47
61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
