46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,42,42,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,42,42,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,42,42,41,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,42,42,41,25,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,42,42,42,41,25,26,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,42,42,42,41,25,26,26,60,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,42,42,41,41,25,26,26,26,28,26,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46
46,46,46,42,42,41,41,25,26,26,26,28,26,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46
46,46,46,42,42,42,41,25,26,26,26,28,26,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,42,42,41,25,26,26,26,28,26,26,26,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,42,42,41,25,26,26,26,28,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,42,42,41,25,26,26,26,28,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,42,42,41,25,26,26,26,28,28,26,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,42,42,41,25,25,26,26,28,44,26,25,41,42,42,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,42,42,42,41,25,26,26,26,25,41,42,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,42,42,41,25,26,25,41,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46
